Label,VoxelCount,Volume,Centroid.X,Centroid.Y,Centroid.Z
848,20124,20124,107.987,969.143,40.539
849,832,832,522.142,1.976,32.023
850,20554,20554,946.955,14.428,40.457
851,25646,25646,415.860,81.681,43.978
852,44744,44744,753.559,98.523,49.866
853,24535,24535,251.709,95.246,43.176
854,44740,44740,400.339,126.197,44.820
855,47965,47965,849.770,121.002,51.717
856,2154,2154,2.589,222.822,35.473
857,47669,47669,473.269,239.561,49.212
858,47702,47702,901.719,251.406,49.468
859,44248,44248,113.162,272.268,46.649
860,28200,28200,252.776,264.790,43.914
861,43723,43723,983.490,285.932,47.487
862,23359,23359,110.006,382.931,45.020
863,39525,39525,452.188,399.310,51.739
864,13670,13670,726.630,383.653,44.802
865,38383,38383,565.334,460.197,42.804
866,28755,28755,383.784,567.259,43.273
867,22517,22517,238.184,558.561,44.330
868,24599,24599,273.779,559.560,44.325
869,20696,20696,140.128,575.056,41.228
870,32936,32936,844.312,616.344,48.668
871,23297,23297,993.807,665.831,43.968
872,28224,28224,543.078,698.478,48.460
873,37586,37586,306.826,736.740,46.451
874,26179,26179,274.185,736.761,40.739
875,35611,35611,450.555,751.683,46.991
876,35691,35691,64.315,787.079,51.041
877,47568,47568,677.475,801.356,47.433
878,33301,33301,535.940,887.757,42.530
879,29102,29102,630.721,921.080,42.336
880,37024,37024,361.052,946.874,44.871
881,793,793,316.654,5.197,31.014
882,23803,23803,973.467,19.732,42.639
883,30884,30884,604.957,40.202,47.272
884,23603,23603,880.838,56.911,44.390
885,40012,40012,76.330,65.955,48.275
886,23857,23857,159.564,131.495,43.108
887,36278,36278,989.282,143.105,37.912
888,23563,23563,35.744,154.228,46.103
889,25814,25814,988.012,384.973,44.162
890,28223,28223,920.937,391.905,46.538
891,35829,35829,962.682,403.116,49.398
892,35962,35962,79.032,436.729,49.493
893,36580,36580,611.858,461.089,45.818
894,45610,45610,711.344,526.813,49.462
895,24543,24543,900.041,589.571,44.448
896,26409,26409,443.718,676.809,43.874
897,24334,24334,319.965,701.282,44.451
898,49189,49189,642.053,733.562,51.389
899,21108,21108,867.745,757.252,48.029
900,26209,26209,848.954,779.664,43.642
901,29574,29574,741.324,783.738,44.469
902,30088,30088,508.080,818.513,49.427
903,30169,30169,702.819,822.036,45.478
904,30173,30173,501.892,854.542,45.858
905,21849,21849,10.076,857.557,49.877
906,24073,24073,238.293,1012.601,48.397
907,232,232,309.341,10.353,32.220
908,39380,39380,134.031,143.412,51.748
909,39796,39796,650.796,152.189,50.247
910,40401,40401,90.264,164.832,50.123
911,39759,39759,187.965,190.941,51.704
912,40018,40018,829.507,184.472,54.716
913,27754,27754,423.738,286.252,45.632
914,24164,24164,199.758,288.224,44.889
915,22863,22863,1009.857,317.642,45.851
916,24617,24617,340.991,385.328,45.084
917,15990,15990,7.882,400.980,45.315
918,39817,39817,326.191,456.165,50.448
919,21678,21678,295.163,495.345,49.783
920,23701,23701,148.526,495.525,44.991
921,19417,19417,146.786,756.233,45.053
922,5088,5088,3.994,835.051,44.802
923,34138,34138,351.271,994.030,45.095
924,13645,13645,207.078,1012.298,40.639
925,23620,23620,474.199,1013.661,45.810
926,18760,18760,264.061,11.480,43.183
927,40414,40414,784.743,25.066,52.519
928,24546,24546,285.252,44.810,42.849
929,29511,29511,596.436,164.677,46.188
930,31051,31051,667.768,191.072,49.432
931,1419,1419,116.329,206.991,35.004
932,46409,46409,293.449,236.319,51.510
933,39950,39950,603.504,258.672,45.172
934,19667,19667,81.970,283.304,49.783
935,65449,65449,635.673,300.705,52.749
936,31108,31108,183.457,306.057,51.599
937,29924,29924,861.811,305.077,46.030
938,22454,22454,93.067,321.751,48.667
939,27249,27249,269.968,377.081,49.833
940,54733,54733,741.864,400.168,55.668
941,31145,31145,898.141,401.623,52.223
942,25403,25403,373.090,457.733,47.302
943,14286,14286,1013.883,464.088,44.202
944,37198,37198,348.978,479.423,53.495
945,28221,28221,13.870,569.141,49.920
946,43502,43502,621.018,564.280,50.252
947,42956,42956,395.163,615.700,51.712
948,32540,32540,517.835,696.416,46.873
949,30989,30989,957.586,713.817,49.911
950,29039,29039,996.500,719.891,49.709
951,33895,33895,410.538,884.403,48.864
952,29988,29988,753.271,886.538,47.864
953,24962,24962,560.860,902.586,45.630
954,31986,31986,255.162,964.354,51.120
955,378,378,306.439,15.944,39.627
956,22357,22357,198.900,48.533,45.978
957,44215,44215,661.126,65.083,53.451
958,23596,23596,519.869,96.851,48.138
959,41853,41853,678.575,106.034,52.004
960,15559,15559,5.896,307.927,47.863
961,40954,40954,347.568,310.446,51.238
962,27174,27174,860.975,331.036,51.140
963,41624,41624,482.188,401.941,50.671
964,37817,37817,367.920,504.219,50.931
965,19186,19186,683.606,510.183,43.713
966,40647,40647,432.150,640.158,55.438
967,42794,42794,479.404,659.841,52.714
968,22520,22520,31.465,679.685,46.570
969,22454,22454,217.905,742.470,46.707
970,23306,23306,402.745,749.330,49.796
971,26882,26882,808.870,797.378,47.654
972,22872,22872,829.075,897.510,44.130
973,28591,28591,462.552,160.285,45.797
974,4228,4228,1016.847,208.413,44.355
975,45438,45438,786.457,210.974,54.113
976,11372,11372,726.772,502.844,42.805
977,99,99,718.576,504.354,39.172
978,30305,30305,748.351,589.462,44.618
979,38914,38914,868.712,608.709,52.481
980,24504,24504,280.260,699.798,47.310
981,3758,3758,621.417,718.241,39.511
982,31014,31014,280.283,845.182,51.800
983,29046,29046,691.573,896.845,47.447
984,22206,22206,851.256,906.222,46.461
985,35335,35335,284.167,924.706,52.304
986,29098,29098,522.494,928.510,46.487
987,38417,38417,834.450,958.633,52.254
988,43455,43455,286.619,1001.379,49.679
989,8634,8634,558.461,4.584,49.957
990,25732,25732,241.085,47.768,50.156
991,23234,23234,323.066,58.468,48.644
992,22596,22596,126.484,72.504,46.268
993,32828,32828,929.677,74.040,47.849
994,54893,54893,913.160,112.855,55.320
995,44931,44931,348.783,121.871,54.368
996,27016,27016,712.144,123.279,50.381
997,40361,40361,482.711,180.693,54.716
998,32699,32699,851.496,245.785,53.738
999,34314,34314,784.836,281.965,52.727
1000,31084,31084,512.377,323.903,52.265
1001,38725,38725,882.584,351.658,53.433
1002,43278,43278,829.641,345.585,53.769
1003,33761,33761,173.581,400.351,53.449
1004,36660,36660,770.543,443.591,48.352
1005,32515,32515,460.880,452.211,49.682
1006,31808,31808,469.247,488.976,50.185
1007,94,94,719.298,503.968,38.989
1008,26007,26007,924.216,510.626,49.361
1009,25522,25522,972.362,535.408,48.343
1010,34906,34906,361.244,547.675,54.273
1011,23668,23668,805.752,552.378,47.623
1012,33325,33325,46.397,571.342,52.031
1013,32780,32780,352.642,614.540,54.474
1014,42508,42508,551.226,605.998,51.615
1015,26461,26461,984.235,619.583,48.212
1016,44009,44009,902.747,638.942,53.520
1017,26240,26240,348.232,681.760,49.066
1018,30720,30720,388.113,705.395,48.048
1019,20641,20641,102.199,755.085,49.766
1020,31944,31944,410.662,779.768,54.652
1021,31349,31349,13.254,807.846,53.013
1022,26053,26053,64.388,815.268,54.500
1023,34153,34153,940.712,950.584,47.394
1024,43092,43092,452.150,949.715,53.108
1025,17184,17184,656.141,1005.201,42.462
1026,37253,37253,332.100,1010.028,56.276
1027,11575,11575,862.895,5.964,51.367
1028,22611,22611,37.159,102.415,49.681
1029,28846,28846,242.329,214.584,50.723
1030,35099,35099,508.595,246.357,54.105
1031,30291,30291,175.819,232.905,55.049
1032,27107,27107,19.369,260.629,54.171
1033,23488,23488,39.281,321.631,51.918
1034,24258,24258,917.902,345.239,50.600
1035,24247,24247,920.388,434.478,51.497
1036,46530,46530,531.817,464.111,54.759
1037,34006,34006,313.093,524.655,54.515
1038,19506,19506,155.478,626.442,47.128
1039,26146,26146,706.280,690.636,52.260
1040,36227,36227,871.891,706.670,53.468
1041,42494,42494,924.952,732.281,51.674
1042,31630,31630,608.158,747.968,50.446
1043,13539,13539,1014.691,735.404,48.994
1044,20359,20359,25.584,768.038,49.381
1045,31215,31215,360.248,834.049,56.836
1046,36306,36306,91.416,887.669,53.683
1047,28921,28921,38.770,886.900,54.054
1048,37512,37512,393.400,1011.626,52.191
1049,22283,22283,553.562,1008.149,46.789
1050,1324,1324,262.208,1020.779,40.884
1051,467,467,174.105,39.520,37.338
1052,30211,30211,15.444,53.745,54.506
1053,26726,26726,872.207,89.624,50.670
1054,43258,43258,921.320,145.681,54.395
1055,34134,34134,355.251,165.221,52.828
1056,53144,53144,871.419,170.093,56.026
1057,24659,24659,401.120,197.768,52.683
1058,39534,39534,346.748,249.265,54.118
1059,25345,25345,979.198,352.345,51.481
1060,41319,41319,760.983,371.002,50.611
1061,35199,35199,429.828,476.311,53.890
1062,31685,31685,637.886,466.510,51.293
1063,524,524,806.691,491.365,38.116
1064,18273,18273,105.165,506.258,50.309
1065,49755,49755,796.771,486.496,53.931
1066,65196,65196,673.020,538.113,55.380
1067,43266,43266,896.312,555.160,57.358
1068,42198,42198,695.317,643.386,54.922
1069,22135,22135,405.870,692.236,54.059
1070,30426,30426,454.862,690.244,53.807
1071,28753,28753,673.682,677.149,51.512
1072,39705,39705,736.865,707.503,55.150
1073,26266,26266,638.888,888.482,49.338
1074,2875,2875,29.246,1019.435,43.782
1075,6120,6120,826.112,1017.235,44.616
1076,4111,4111,455.221,3.051,50.508
1077,31641,31641,833.181,19.653,53.617
1078,27481,27481,449.516,28.385,54.022
1079,32629,32629,897.338,44.478,53.893
1080,26597,26597,41.910,58.765,55.600
1081,26594,26594,209.257,86.522,51.722
1082,23007,23007,145.163,110.428,52.321
1083,30289,30289,798.817,142.542,53.056
1084,32738,32738,161.600,174.761,56.196
1085,18537,18537,9.385,191.860,53.561
1086,47395,47395,916.132,198.889,55.650
1087,20071,20071,202.303,230.751,55.201
1088,22625,22625,152.486,291.302,52.975
1089,25529,25529,387.895,367.827,55.152
1090,42232,42232,788.842,376.894,56.505
1091,19735,19735,27.455,433.085,52.022
1092,24424,24424,59.526,534.143,52.122
1093,37578,37578,638.086,539.926,55.568
1094,48211,48211,644.938,635.941,57.939
1095,35725,35725,588.413,695.070,53.519
1096,33122,33122,174.315,707.351,55.125
1097,20648,20648,52.347,762.899,52.362
1098,27256,27256,812.006,753.430,52.350
1099,15557,15557,607.466,814.380,57.145
1100,8852,8852,145.796,860.393,49.317
1101,26831,26831,578.891,917.616,53.508
1102,20506,20506,72.696,965.899,53.142
1103,24553,24553,550.434,115.361,52.865
1104,30682,30682,384.376,159.600,55.213
1105,28947,28947,931.447,257.183,53.294
1106,44846,44846,704.869,258.326,52.256
1107,27977,27977,895.078,283.544,57.354
1108,29132,29132,322.941,609.981,57.049
1109,31551,31551,945.378,617.636,56.124
1110,22174,22174,157.736,650.438,52.125
1111,24239,24239,293.926,659.080,50.786
1112,35534,35534,962.134,674.146,56.121
1113,38243,38243,890.869,672.204,54.452
1114,23065,23065,208.979,691.452,53.277
1115,24314,24314,557.321,705.998,56.174
1116,52263,52263,529.638,739.799,55.757
1117,28542,28542,243.625,760.176,54.047
1118,31496,31496,311.925,830.641,56.034
1119,43918,43918,791.866,918.325,56.241
1120,42468,42468,336.231,965.442,57.381
1121,11259,11259,672.508,7.250,56.666
1122,21421,21421,1006.057,13.318,56.319
1123,27316,27316,531.670,49.804,53.177
1124,24529,24529,694.016,84.085,55.046
1125,52351,52351,247.265,133.111,52.757
1126,30723,30723,216.584,191.844,57.920
1127,19827,19827,218.222,276.383,55.871
1128,23032,23032,351.988,341.282,55.968
1129,23194,23194,92.165,344.509,56.800
1130,34129,34129,590.042,491.218,55.032
1131,35648,35648,741.406,458.906,55.943
1132,30678,30678,619.856,498.859,57.231
1133,5822,5822,1017.951,519.475,50.460
1134,35611,35611,851.689,573.799,56.755
1135,23447,23447,67.468,579.332,55.541
1136,24338,24338,96.266,705.314,53.624
1137,25908,25908,237.926,723.136,54.864
1138,22125,22125,342.793,718.917,53.978
1139,23093,23093,297.696,763.850,54.160
1140,383,383,557.838,813.321,47.457
1141,1708,1708,557.434,811.920,49.213
1142,18362,18362,547.606,794.867,55.290
1143,24596,24596,377.512,800.360,53.583
1144,48658,48658,178.605,847.596,55.650
1145,20195,20195,978.458,908.021,50.249
1146,30568,30568,447.520,913.017,55.221
1147,18466,18466,989.106,966.103,51.323
1148,1971,1971,4.402,1014.194,43.930
1149,6189,6189,400.211,4.264,51.730
1150,187,187,314.139,17.096,44.930
1151,35613,35613,403.989,59.090,56.245
1152,25396,25396,616.960,69.625,57.435
1153,27879,27879,69.109,262.070,57.249
1154,34844,34844,796.372,304.480,58.458
1155,32715,32715,193.444,367.747,56.209
1156,38524,38524,575.253,409.216,51.101
1157,17480,17480,110.522,407.246,57.019
1158,23687,23687,386.858,418.281,56.165
1159,25305,25305,199.717,431.461,55.836
1160,27908,27908,455.789,551.105,56.704
1161,26029,26029,169.077,594.112,57.300
1162,22734,22734,380.967,590.570,56.427
1163,34571,34571,128.004,714.867,56.595
1164,29345,29345,493.466,759.831,56.752
1165,17857,17857,298.350,790.131,56.186
1166,6180,6180,1018.844,798.275,51.754
1167,218,218,558.349,812.092,47.716
1168,24997,24997,419.652,809.401,56.487
1169,29778,29778,525.824,813.271,57.625
1170,23199,23199,81.922,845.227,53.870
1171,21969,21969,554.203,961.273,50.972
1172,19363,19363,751.930,12.541,57.029
1173,22377,22377,246.747,16.679,56.892
1174,23083,23083,531.709,17.776,55.579
1175,33559,33559,351.438,83.506,56.953
1176,24700,24700,63.986,133.868,55.887
1177,31670,31670,558.797,191.999,57.192
1178,37514,37514,712.048,199.535,53.294
1179,35791,35791,549.815,271.985,55.760
1180,26186,26186,165.360,335.303,56.672
1181,14997,14997,128.396,368.980,55.836
1182,21258,21258,260.324,451.984,55.619
1183,3796,3796,98.505,472.683,46.533
1184,485,485,678.431,496.676,48.880
1185,20059,20059,159.998,554.200,55.968
1186,19780,19780,255.262,570.947,56.887
1187,18199,18199,1009.539,588.550,55.776
1188,27845,27845,263.895,597.966,56.627
1189,20503,20503,53.412,640.593,55.243
1190,19778,19778,222.373,660.815,55.802
1191,6374,6374,4.807,670.518,49.785
1192,22078,22078,12.538,712.562,54.906
1193,29359,29359,574.618,731.362,58.040
1194,26276,26276,729.203,743.862,57.319
1195,29326,29326,352.460,753.260,56.495
1196,26733,26733,245.224,843.360,54.098
1197,22724,22724,335.329,846.077,54.292
1198,25158,25158,984.072,940.480,59.180
1199,55435,55435,510.551,955.451,56.935
1200,41599,41599,213.925,994.832,58.216
1201,12446,12446,219.915,9.003,56.216
1202,17642,17642,122.232,57.124,57.398
1203,33764,33764,805.061,68.798,56.967
1204,22547,22547,872.822,114.098,58.658
1205,18247,18247,383.811,229.957,61.645
1206,26591,26591,806.094,226.847,58.819
1207,18221,18221,9.466,226.790,56.021
1208,35652,35652,732.057,271.393,57.748
1209,30953,30953,374.257,279.034,56.921
1210,41900,41900,712.940,350.533,57.242
1211,23859,23859,233.559,366.734,56.295
1212,21209,21209,318.801,372.258,54.890
1213,26240,26240,253.136,397.278,57.947
1214,23074,23074,220.190,485.284,55.481
1215,47311,47311,721.117,489.867,58.017
1216,31769,31769,666.106,482.695,60.259
1217,29635,29635,589.536,570.445,59.620
1218,40902,40902,586.197,615.612,57.943
1219,31904,31904,693.677,725.775,57.096
1220,28822,28822,229.988,785.281,57.032
1221,29284,29284,197.626,819.351,57.772
1222,20677,20677,130.938,824.467,55.967
1223,25876,25876,388.153,839.280,58.214
1224,36629,36629,716.958,857.463,57.962
1225,35663,35663,268.791,877.161,56.215
1226,17984,17984,991.053,1006.411,50.883
1227,21130,21130,174.416,17.041,55.993
1228,20020,20020,623.471,30.070,56.875
1229,37451,37451,440.613,77.897,58.190
1230,23658,23658,293.168,142.198,57.369
1231,25706,25706,446.406,309.605,58.036
1232,24265,24265,414.488,322.057,59.165
1233,21673,21673,212.428,330.945,58.238
1234,21794,21794,62.131,408.849,57.137
1235,6438,6438,659.460,417.656,50.549
1236,18833,18833,962.876,424.689,57.604
1237,21548,21548,436.677,441.696,58.773
1238,18845,18845,1011.408,487.658,59.728
1239,29272,29272,507.159,514.919,57.317
1240,16128,16128,948.779,516.469,57.951
1241,31297,31297,771.067,522.933,58.772
1242,17332,17332,126.985,544.015,55.801
1243,25660,25660,970.631,590.672,58.337
1244,27482,27482,780.424,616.403,56.781
1245,25364,25364,238.839,641.032,59.558
1246,37450,37450,558.293,655.633,57.983
1247,22925,22925,928.024,678.208,56.649
1248,28622,28622,246.568,683.709,57.506
1249,26100,26100,829.694,736.887,58.040
1250,23961,23961,566.771,766.887,60.011
1251,22061,22061,161.823,782.617,56.535
1252,21968,21968,935.196,793.039,57.311
1253,19355,19355,38.968,818.890,57.273
1254,22844,22844,672.204,856.830,58.162
1255,28447,28447,461.801,883.888,57.183
1256,18859,18859,54.072,919.782,55.887
1257,25084,25084,139.439,917.770,54.065
1258,19564,19564,20.094,982.462,56.245
1259,33981,33981,800.187,1001.300,57.845
1260,11739,11739,766.474,1015.656,59.095
1261,23694,23694,96.386,43.991,58.490
1262,24113,24113,1008.445,44.508,59.360
1263,19994,19994,122.397,309.340,57.010
1264,27032,27032,482.131,311.472,59.974
1265,23701,23701,447.017,354.653,59.809
1266,19902,19902,21.017,370.831,58.381
1267,25204,25204,711.226,424.411,59.695
1268,20290,20290,222.877,567.101,57.396
1269,23630,23630,300.492,584.050,56.272
1270,15817,15817,14.531,624.290,58.328
1271,34761,34761,637.012,682.918,59.738
1272,15131,15131,1013.943,689.321,58.435
1273,18657,18657,48.239,704.820,57.918
1274,17567,17567,206.150,717.756,57.995
1275,17502,17502,11.903,745.358,55.698
1276,26129,26129,824.671,857.695,57.473
1277,32329,32329,631.188,859.327,58.364
1278,28416,28416,225.942,893.187,58.558
1279,26439,26439,626.475,917.828,59.573
1280,21940,21940,924.770,41.731,59.173
1281,20093,20093,714.502,70.886,59.654
1282,25805,25805,479.331,102.587,59.345
1283,24309,24309,947.713,82.702,58.867
1284,15599,15599,118.034,172.377,58.456
1285,21995,21995,63.533,184.428,59.725
1286,22117,22117,935.148,324.768,59.949
1287,19248,19248,357.338,369.296,59.273
1288,1342,1342,39.636,481.230,47.823
1289,17610,17610,757.501,483.338,60.056
1290,19386,19386,278.432,523.807,58.325
1291,17067,17067,400.895,546.399,59.728
1292,21647,21647,922.297,592.118,59.662
1293,22745,22745,426.037,710.733,59.353
1294,20423,20423,178.961,744.093,57.260
1295,22041,22041,450.234,792.348,59.257
1296,25265,25265,556.874,834.497,59.100
1297,17052,17052,312.782,919.375,58.988
1298,25618,25618,694.205,927.651,57.576
1299,17583,17583,538.597,941.042,62.236
1300,16462,16462,97.947,967.612,59.222
1301,35853,35853,468.885,992.216,60.048
1302,24781,24781,997.154,280.191,60.175
1303,17338,17338,390.423,318.583,58.612
1304,33630,33630,638.425,349.484,58.840
1305,28450,28450,1005.075,360.576,58.824
1306,30175,30175,553.484,369.165,59.267
1307,20011,20011,398.407,444.339,60.005
1308,22163,22163,899.462,469.976,58.277
1309,3910,3910,211.249,519.250,51.172
1310,12325,12325,29.388,544.916,58.357
1311,13393,13393,24.959,650.731,58.953
1312,21298,21298,404.938,660.857,59.572
1313,29348,29348,723.877,667.484,58.118
1314,29713,29713,655.960,762.118,60.037
1315,17588,17588,407.034,910.544,60.901
1316,22789,22789,306.522,958.339,60.308
1317,14834,14834,70.461,30.099,59.413
1318,23540,23540,506.450,58.514,58.962
1319,24450,24450,65.861,102.110,59.578
1320,18793,18793,196.136,143.111,59.273
1321,22844,22844,276.113,420.455,58.295
1322,9209,9209,155.704,445.591,58.682
1323,16059,16059,178.540,481.644,58.127
1324,19618,19618,92.928,660.809,58.358
1325,19400,19400,793.621,823.414,59.606
1326,18192,18192,425.877,859.754,61.229
1327,7786,7786,105.436,1015.042,57.093
1328,8122,8122,928.365,1016.111,60.930
1329,9628,9628,93.268,10.206,60.635
1330,20751,20751,284.904,19.766,59.338
1331,25884,25884,753.309,142.791,59.295
1332,20414,20414,41.782,209.054,60.184
1333,19959,19959,309.298,262.801,60.085
1334,388,388,158.941,352.397,50.923
1335,13862,13862,78.896,369.632,60.108
1336,16186,16186,156.201,378.732,60.320
1337,19464,19464,995.087,423.572,60.127
1338,15705,15705,417.012,598.342,60.452
1339,26567,26567,787.060,698.462,61.219
1340,16654,16654,1005.943,760.055,58.163
1341,2897,2897,2.888,772.180,58.710
1342,15370,15370,116.397,923.758,60.377
1343,17314,17314,366.096,929.509,60.766
1344,17203,17203,469.795,929.692,60.388
1345,33623,33623,420.556,982.251,60.534
1346,19237,19237,277.567,990.521,59.555
1347,16621,16621,985.240,124.465,60.666
1348,15101,15101,265.517,167.473,61.599
1349,14989,14989,216.692,253.607,60.371
1350,18646,18646,414.011,266.059,60.670
1351,26763,26763,683.351,291.503,61.462
1352,15186,15186,44.083,291.926,61.350
1353,11692,11692,351.860,430.166,61.160
1354,20766,20766,831.843,460.129,60.905
1355,14861,14861,1007.349,540.576,60.742
1356,25545,25545,687.217,580.671,60.419
1357,18579,18579,667.962,704.120,59.943
1358,15760,15760,603.810,713.336,60.274
1359,14682,14682,325.273,778.412,59.877
1360,15564,15564,320.422,868.021,60.750
1361,21524,21524,484.767,854.996,61.112
1362,28566,28566,492.916,893.517,60.561
1363,12209,12209,645.391,34.652,61.142
1364,19245,19245,833.789,51.325,61.267
1365,16180,16180,972.896,66.949,60.804
1366,15453,15453,454.612,259.482,61.610
1367,12579,12579,249.043,325.677,62.424
1368,21751,21751,856.167,381.430,60.808
1369,23131,23131,946.660,461.953,62.023
1370,17801,17801,920.866,487.370,61.869
1371,16071,16071,456.363,510.729,62.457
1372,15739,15739,386.329,524.413,61.780
1373,16742,16742,941.233,544.939,60.761
1374,13078,13078,96.441,558.877,59.841
1375,18997,18997,427.276,559.571,60.468
1376,6501,6501,1015.421,615.489,61.263
1377,27682,27682,600.001,653.791,61.781
1378,25337,25337,902.300,944.671,61.009
1379,6495,6495,617.629,6.198,61.578
1380,15650,15650,728.599,42.608,61.620
1381,18670,18670,467.748,138.654,61.855
1382,30536,30536,517.808,171.852,61.286
1383,18072,18072,665.602,217.929,62.182
1384,14830,14830,603.283,218.213,62.563
1385,21550,21550,827.888,279.261,62.430
1386,21518,21518,751.228,327.889,61.938
1387,29055,29055,673.261,435.201,61.415
1388,20676,20676,486.698,475.577,61.904
1389,15224,15224,393.121,483.399,61.549
1390,18053,18053,777.877,560.459,61.222
1391,17615,17615,742.457,593.715,61.125
1392,23008,23008,466.405,607.456,61.309
1393,14258,14258,160.497,673.148,61.695
1394,14331,14331,976.287,740.701,61.462
1395,16564,16564,280.141,745.818,61.413
1396,12438,12438,741.908,766.203,61.691
1397,23558,23558,621.097,780.983,61.505
1398,14463,14463,581.052,854.649,62.595
1399,17650,17650,651.535,901.324,61.991
1400,8055,8055,12.098,916.398,61.420
1401,15755,15755,163.724,1006.529,61.046
1402,7406,7406,196.278,8.794,61.932
1403,1512,1512,42.218,3.014,60.263
1404,15016,15016,153.455,77.499,62.174
1405,20739,20739,582.234,92.659,61.612
1406,16642,16642,966.866,227.295,62.418
1407,13242,13242,170.684,264.966,62.350
1408,11582,11582,972.074,316.460,61.798
1409,15282,15282,825.202,387.339,62.427
1410,18917,18917,778.631,431.917,62.344
1411,11217,11217,244.327,472.401,61.987
1412,3741,3741,56.439,486.401,58.630
1413,6770,6770,53.443,502.001,60.742
1414,4670,4670,238.849,510.436,60.105
1415,12851,12851,654.879,563.991,62.452
1416,22010,22010,490.933,560.293,62.059
1417,14031,14031,277.086,622.674,61.404
1418,11412,11412,132.284,647.829,61.118
1419,13467,13467,313.255,656.308,61.336
1420,12786,12786,299.988,691.376,62.439
1421,17804,17804,707.794,789.314,61.679
1422,17426,17426,753.005,848.599,60.974
1423,14440,14440,905.047,885.897,61.520
1424,19282,19282,694.838,968.672,61.154
1425,17216,17216,749.873,963.627,61.790
1426,21151,21151,661.080,974.221,61.336
1427,14132,14132,861.285,968.443,61.746
1428,16050,16050,697.484,1003.496,61.359
1429,7454,7454,643.455,8.524,61.439
1430,11982,11982,890.104,78.265,63.246
1431,10011,10011,258.757,76.337,63.083
1432,10208,10208,181.486,83.094,62.360
1433,14218,14218,973.668,150.636,62.070
1434,13908,13908,444.907,163.656,62.596
1435,3916,3916,811.836,287.822,61.106
1436,17019,17019,572.422,300.069,62.338
1437,14091,14091,813.543,429.181,63.033
1438,13333,13333,975.634,560.102,62.002
1439,11896,11896,140.624,603.036,62.713
1440,12038,12038,803.771,617.298,62.346
1441,17854,17854,738.815,644.303,63.369
1442,12366,12366,817.003,667.005,63.008
1443,14166,14166,375.580,688.552,62.863
1444,12429,12429,466.636,702.325,62.626
1445,12631,12631,41.737,732.194,61.575
1446,13496,13496,884.298,736.112,61.913
1447,13204,13204,136.769,745.250,62.619
1448,14673,14673,774.093,775.875,61.945
1449,15929,15929,486.078,790.022,62.733
1450,10287,10287,505.602,836.192,64.035
1451,13838,13838,454.031,841.956,62.760
1452,11700,11700,173.769,920.090,62.256
1453,14697,14697,28.933,940.314,61.436
1454,15471,15471,199.127,946.436,61.861
1455,10714,10714,431.246,1014.385,63.280
1456,13191,13191,238.970,102.213,62.829
1457,9464,9464,1013.925,95.060,62.766
1458,11496,11496,970.244,100.979,62.569
1459,13884,13884,782.101,121.253,62.128
1460,11069,11069,947.096,128.056,62.645
1461,11514,11514,1008.754,148.418,62.508
1462,16835,16835,960.672,178.365,62.765
1463,7257,7257,1010.577,187.408,63.912
1464,8358,8358,55.536,362.360,62.190
1465,3366,3366,134.131,462.387,61.756
1466,4099,4099,91.080,483.441,61.968
1467,29699,29699,497.839,604.881,61.573
1468,10708,10708,108.432,641.285,62.919
1469,13947,13947,768.463,736.694,62.893
1470,10845,10845,805.089,771.425,63.359
1471,13280,13280,230.875,820.567,62.764
1472,9645,9645,601.570,845.597,61.998
1473,16184,16184,528.652,888.083,63.595
1474,10919,10919,345.849,903.555,63.638
1475,11426,11426,131.544,957.099,62.032
1476,17486,17486,589.013,987.970,62.857
1477,2838,2838,575.278,1020.244,60.926
1478,1132,1132,728.469,3.275,63.095
1479,11386,11386,161.802,38.671,63.268
1480,15124,15124,215.602,50.930,63.007
1481,14593,14593,567.354,51.334,62.887
1482,13117,13117,197.988,110.582,63.386
1483,11604,11604,272.524,208.327,63.344
1484,9378,9378,925.057,221.912,63.827
1485,9267,9267,941.736,285.733,63.931
1486,11378,11378,933.568,417.913,63.082
1487,6153,6153,9.631,453.167,61.866
1488,829,829,67.170,494.256,62.801
1489,5543,5543,76.239,494.612,63.035
1490,10579,10579,795.044,587.963,62.786
1491,7950,7950,71.918,675.443,62.587
1492,7518,7518,353.477,700.958,63.916
1493,9488,9488,350.329,789.622,62.664
1494,10056,10056,570.089,814.366,63.823
1495,10322,10322,674.486,820.124,63.753
1496,9638,9638,58.837,980.228,62.771
1497,11955,11955,84.151,1002.810,62.864
1498,8270,8270,263.301,252.120,63.974
1499,14236,14236,416.306,386.621,63.761
1500,4025,4025,90.360,460.126,63.206
1501,683,683,77.794,488.426,59.836
1502,12991,12991,809.271,513.635,63.539
1503,12393,12393,718.353,600.613,63.368
1504,5507,5507,940.757,851.819,62.994
1505,13333,13333,116.843,870.442,63.160
1506,9927,9927,773.660,983.231,63.467
1507,14752,14752,502.036,995.844,64.282
1508,11487,11487,547.858,1007.947,63.957
1509,9828,9828,837.424,1010.209,63.142
1510,7784,7784,894.732,1011.838,63.025
1511,155,155,722.858,3.490,62.781
1512,14073,14073,327.088,33.654,63.066
1513,9163,9163,428.567,25.505,63.569
1514,9284,9284,504.226,90.231,63.381
1515,3578,3578,871.470,136.253,63.988
1516,6441,6441,38.009,141.488,64.154
1517,12101,12101,460.125,209.330,64.081
1518,5012,5012,53.780,333.855,64.240
